NUMERO_ED;École doctorale;Sigle de l'ED;ANNEE;ANNEE_UNIVERSITAIRE;RENTREE;TOTAL_PREMIERS_INSCRITS;TOTAL_DIP_FR;MASTER;INGENIEUR;EC_COM;DIP_FR_AUTRE;TOTAL_DIP_ETRANGER;DIP_EUROPE_UE;DIP_EUROPE_HORS_UE;DIP_ASIE;DIP_AFRIQUE;DIP_AMERIQUES;DIP_AUSTRALIE_OCEANIE;DIP_ETR_AUTRE_NR;id_paysage_ED
282;École doctorale Droit privé;;2012;2011-12;2011;61;50;50;0;0;0;11;1;0;2;5;3;0;0;Gz5rp
350;École doctorale Sciences humaines et sociales : savoirs, critique, expertises;;2012;2011-12;2011;79;72;58;0;0;14;7;3;0;0;3;1;0;0;Dg9jV
388;École doctorale Chimie physique et chimie analytique de Paris centre;CPCA;2012;2011-12;2011;57;46;39;0;0;7;11;3;0;8;0;0;0;0;M0Hnd
409;École doctorale Énergie, mécanique, matériaux;EMMA;2012;2011-12;2011;68;52;37;14;0;1;16;2;2;6;1;5;0;0;KXlbK
410;École doctorale Sciences et ingénierie des ressources, procédés, produits, environnement;RP2E;2012;2011-12;2011;101;79;50;27;0;2;22;3;1;7;9;2;0;0;Q5fxV
447;École doctorale de l'école polytechnique;;2012;2011-12;2011;140;105;89;11;0;5;35;10;6;12;1;5;1;0;zgCCh
475;École doctorale Mathématiques, informatique, télécommunications de Toulouse;MITT;2012;2011-12;2011;118;79;55;22;0;2;39;6;2;7;18;6;0;0;xcp2r
483;École doctorale Histoire, géographie, aménagement, urbanisme, archéologie, science politique, sociologie, anthropologie;SCSO;2012;2011-12;2011;130;116;112;1;0;3;14;3;1;1;2;6;1;0;hc6u4
488;École doctorale Sciences, ingénierie, santé;SIS;2012;2011-12;2011;84;68;49;17;0;2;16;6;3;4;3;0;0;0;Fy2lK
504;École doctorale Cognition, éducation, interactions;CEI;2012;2011-12;2011;52;47;45;0;0;2;5;2;0;1;2;0;0;0;39naT
158;École doctorale Cerveau, cognition, comportement;3C;2011;2010-11;2010;71;57;55;0;0;2;14;10;0;2;0;2;0;0;Il62F
171;École doctorale Toulouse sciences économiques;TSE;2011;2010-11;2010;26;26;25;1;0;0;0;0;0;0;0;0;0;0;Q5nNQ
303;École doctorale Sciences sociales : société, santé, décision;;2011;2010-11;2010;46;45;35;0;0;10;1;0;0;1;0;0;0;0;s3X5X
309;École doctorale Systèmes;EDSYS;2011;2010-11;2010;36;27;14;13;0;0;9;1;0;3;4;1;0;0;8TT4b
394;École doctorale Physiologie et physiopathologie;p2t;2011;2010-11;2010;77;66;61;0;0;5;11;4;1;2;1;3;0;0;VMYmT
409;École doctorale Énergie, mécanique, matériaux;EMMA;2011;2010-11;2010;74;56;45;11;0;0;18;5;1;4;5;3;0;0;KXlbK
462;École doctorale Sciences de l'homme et de la société;;2011;2010-11;2010;51;44;37;0;0;7;7;4;0;1;2;0;0;0;KsM6i
78;École doctorale Sociétés, langages, temps, connaissances;STLC;2025;2024-25;2024;39;35;34;0;0;1;4;1;0;0;2;0;1;0;vLU3i
124;École doctorale Histoire de l'art et archéologie;;2025;2024-25;2024;21;19;15;0;0;4;2;1;0;0;1;0;0;0;MBN4L
146;École doctorale Galilée;GALILEE;2025;2024-25;2024;70;57;48;9;0;0;13;2;0;5;5;1;0;0;71hqm
188;École doctorale Histoire moderne et contemporaine;;2025;2024-25;2024;27;22;16;0;0;6;5;2;1;0;2;0;0;0;RSZ7F
206;École doctorale Chimie : chimie, procédés, environnement;;2025;2024-25;2024;75;61;43;18;0;0;14;4;0;7;3;0;0;0;m0UhD
262;École doctorale Sciences juridiques, politiques, économiques et de gestion;DEG;2025;2024-25;2024;23;20;19;0;0;1;3;2;0;0;1;0;0;0;H7GyL
279;École doctorale Arts plastiques, esthétique et sciences de l'art;APESA;2025;2024-25;2024;35;30;28;0;0;2;5;1;0;2;2;0;0;0;BpW1j
352;École doctorale Physique et sciences de la matière;;2025;2024-25;2024;91;53;41;12;0;0;38;20;5;8;2;2;1;0;fb5YC
405;École doctorale Économie, management,mathématiques et physique de Cergy;EM2C;2025;2024-25;2024;36;22;17;3;2;0;14;5;0;2;4;3;0;0;QbwSB
455;École doctorale Économie, Gestion, Information et Communication;EGIC;2025;2024-25;2024;34;28;22;2;0;4;6;0;0;0;5;1;0;0;qCOg3
597;École doctorale Sciences économiques et sciences de Gestion;EDGE;2025;2024-25;2024;29;21;16;2;1;2;8;0;0;1;7;0;0;0;d8Zuu
619;École doctorale Sciences Fondamentales et Santé;SFS;2025;2024-25;2024;25;21;21;0;0;0;4;0;0;2;2;0;0;0;JiZVW
37;École doctorale Sciences physiques pour l'ingénieur et microtechniques;SPIM;2024;2023-24;2023;88;61;43;18;0;0;27;2;0;10;9;6;0;0;F7G1B
154;École doctorale Sciences de la vie et de la santé;SVS;2024;2023-24;2023;119;100;92;8;0;0;19;14;0;3;0;2;0;0;hLn36
173;École doctorale Sciences de l'univers, de l'environnement et de l'espace;SDU2E;2024;2023-24;2023;93;79;49;30;0;0;14;3;3;5;1;2;0;0;R0Z9c
468;École doctorale Mécanique, énergétique, génie civil, procédés;MEGEP;2024;2023-24;2023;139;106;55;51;0;0;33;13;1;8;5;6;0;0;4XUTB
487;École doctorale Philosophie;PHCR;2024;2023-24;2023;15;15;14;0;0;1;0;0;0;0;0;0;0;0;3BRzJ
531;École doctorale Sciences, ingénierie et environnement;SIE;2024;2023-24;2023;98;78;57;20;0;1;20;3;1;7;8;1;0;0;b5BYq
555;École doctorale Sciences de l'Homme et de la Société;SHS;2024;2023-24;2023;23;23;22;0;0;1;0;0;0;0;0;0;0;0;44G6m
567;École doctorale Sciences du Végétal : du gène à l'écosystème;;2024;2023-24;2023;33;24;23;1;0;0;9;3;0;6;0;0;0;0;tuDkA
583;École doctorale Risques et Société;;2024;2023-24;2023;16;15;13;0;0;2;1;0;0;0;1;0;0;0;wUBi9
585;École doctorale Sciences, Technologie,  Sante;EDSTS;2024;2023-24;2023;154;106;91;11;0;4;48;6;0;12;27;3;0;0;NM3Dl
619;École doctorale Sciences Fondamentales et Santé;SFS;2024;2023-24;2023;30;30;27;2;0;1;0;0;0;0;0;0;0;0;JiZVW
621;École doctorale Ingénierie des Systèmes, Matériaux, Mécanique, Énergétique;ISMME;2024;2023-24;2023;50;44;17;26;0;1;6;4;1;0;1;0;0;0;B2549
131;École doctorale Langue, littérature, image, civilisations et sciences humaines (domaines francophone et anglophone);LLI;2023;2022-23;2022;25;21;21;0;0;0;4;0;1;3;0;0;0;0;a47aW
206;École doctorale Chimie : chimie, procédés, environnement;;2023;2022-23;2022;79;52;36;16;0;0;27;8;2;10;5;2;0;0;m0UhD
300;École doctorale Sciences Économiques;ED SE;2023;2022-23;2022;8;8;7;0;0;1;0;0;0;0;0;0;0;0;5x3fM
402;École doctorale Sciences de la vie et de la santé;SVS;2023;2022-23;2022;32;25;25;0;0;0;7;4;0;3;0;0;0;0;YKgsU
458;École doctorale Sciences écologiques, vétérinaires, agronomiques et bioingénieries;SEVAB;2023;2022-23;2022;72;61;49;10;0;2;11;4;1;3;3;0;0;0;Yf3TI
564;École doctorale Physique en Ile de France;PIF;2023;2022-23;2022;206;174;107;67;0;0;32;12;11;7;1;1;0;0;39AcN
583;École doctorale Risques et Société;;2023;2022-23;2022;12;9;7;1;1;0;3;0;1;1;1;0;0;0;wUBi9
591;École doctorale Physique, Sciences de l'Ingenieur, Materiaux, Énergie;PSIME;2023;2022-23;2022;101;75;53;22;0;0;26;7;0;7;10;2;0;0;Hn5Om
592;École doctorale Lettres, Communication, Langues, Arts;LECLA;2023;2022-23;2022;32;26;23;0;0;3;6;3;1;0;2;0;0;0;sY7f3
593;École doctorale Droit, Gestion, sciences Économiques et Politique;DGEP;2023;2022-23;2022;36;25;22;1;0;2;11;0;2;4;5;0;0;0;41pAm
608;École doctorale Sciences et Ingénierie des Molécules, des Produits, des Procédés et de l'Énergie;SIMPPÉ;2023;2022-23;2022;50;33;19;13;0;1;17;2;1;8;4;2;0;0;TyNjM
616;École doctorale Humanités et Langues;H&L;2023;2022-23;2022;51;45;45;0;0;0;6;3;0;0;2;1;0;0;FYOlf
58;École doctorale Langues, littératures, cultures, civilisations;LLCC;2022;2021-22;2021;105;87;83;0;0;4;18;2;2;4;5;5;0;0;I9ATR
122;École doctorale Europe latine - Amérique latine;;2022;2021-22;2021;14;9;9;0;0;0;5;4;0;0;0;1;0;0;z9lZY
217;École doctorale Mathématiques, sciences et technologies de l'information, informatique;MSTII;2022;2021-22;2021;103;89;65;23;0;1;14;4;1;4;2;3;0;0;Ehx7v
284;École doctorale Droit et Science Politique;DSP;2022;2021-22;2021;10;10;10;0;0;0;0;0;0;0;0;0;0;0;ahH92
484;École doctorale Lettres, langues, linguistique, arts;3LA;2022;2021-22;2021;71;63;63;0;0;0;8;1;1;4;1;1;0;0;BlCQD
515;École doctorale Complexité du vivant;CdV;2022;2021-22;2021;98;72;64;8;0;0;26;7;6;7;1;5;0;0;CbV9s
551;École doctorale Mathématiques, Informatique, Physique Théorique et Ingénierie des Systèmes;MIPTIS;2022;2021-22;2021;39;31;23;8;0;0;8;0;1;4;3;0;0;0;Mpudz
593;École doctorale Droit, Gestion, sciences Économiques et Politique;DGEP;2022;2021-22;2021;47;41;40;0;0;1;6;1;0;1;4;0;0;0;41pAm
596;École doctorale Matière, Molécules et Matériaux;ED 3M;2022;2021-22;2021;144;106;92;12;0;2;38;9;2;18;7;2;0;0;77947
65;École doctorale Sciences de la Vie, Santé, Agronomie, Environnement;;2021;2020-21;2020;62;58;48;7;0;3;4;1;0;3;0;0;0;0;MAOG4
84;École doctorale Sciences et technologies de l'information et de la communication;STIC;2021;2020-21;2020;73;54;24;30;0;0;19;5;4;4;2;4;0;0;9wS2W
124;École doctorale Histoire de l'art et archéologie;;2021;2020-21;2020;26;23;23;0;0;0;3;3;0;0;0;0;0;0;MBN4L
205;École doctorale Interdisciplinaire Sciences-Santé;EDISS;2021;2020-21;2020;60;48;38;10;0;0;12;4;2;4;1;1;0;0;69W38
242;École doctorale Économie - Gestion - Normandie;;2021;2020-21;2020;19;16;12;0;0;4;3;0;0;1;2;0;0;0;z35ku
261;École doctorale Cognition, comportements, conduites humaines;3CH;2021;2020-21;2020;42;36;33;1;0;2;6;1;2;0;1;2;0;0;KOLCy
265;École doctorale Langues, littératures et sociétés du monde;;2021;2020-21;2020;53;36;36;0;0;0;17;8;1;2;4;2;0;0;4YWGW
327;École doctorale Temps, espaces, sociétés, cultures;TESC;2021;2020-21;2020;75;66;61;0;0;5;9;0;3;2;3;1;0;0;IjgiJ
395;École doctorale Milieux, cultures et sociétés du passé et du présent;MCSPP;2021;2020-21;2020;64;52;43;0;0;9;12;1;1;6;2;2;0;0;2quEb
531;École doctorale Sciences, ingénierie et environnement;SIE;2021;2020-21;2020;81;63;46;14;0;3;18;7;0;6;2;3;0;0;b5BYq
548;École doctorale Mer et Sciences;;2021;2020-21;2020;23;15;11;4;0;0;8;0;1;0;6;1;0;0;QX0fS
600;École doctorale Écologie, Géosciences, Agronomie et Alimentation;EGAAL;2021;2020-21;2020;66;53;35;16;0;2;13;2;1;5;3;2;0;0;urS33
620;École doctorale Sciences du Numérique et de l'Ingénieur;SNI;2021;2020-21;2020;27;21;16;4;0;1;6;0;0;2;2;2;0;0;Dr40w
7;École doctorale Georges Vedel - Droit public interne, science administrative et science politique;;2020;2019-20;2019;32;32;28;0;0;4;0;0;0;0;0;0;0;0;Dw881
70;École doctorale Sciences pour l'ingénieur;EDSPI;2020;2019-20;2019;43;31;16;15;0;0;12;1;0;5;3;3;0;0;G413P
130;École doctorale Informatique, télécommunications et électronique de Paris;EDITE;2020;2019-20;2019;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;O5ysj
209;École doctorale Sciences physiques et de L'ingénieur;SPI;2020;2019-20;2019;82;60;32;28;0;0;22;8;0;6;2;5;1;0;tZcIZ
216;École doctorale Ingénierie pour la santé, la cognition, l'environnement;EDISCE;2020;2019-20;2019;57;54;43;11;0;0;3;2;1;0;0;0;0;0;fPs1t
386;École doctorale Sciences mathématiques de Paris centre;SMPC;2020;2019-20;2019;35;28;26;2;0;0;7;1;2;4;0;0;0;0;wMj98
485;École doctorale Éducation, Psychologie, Information et Communication;EPIC;2020;2019-20;2019;47;41;37;0;0;4;6;0;0;2;1;3;0;0;O82eL
559;École doctorale Management Panthéon-Sorbonne;;2020;2019-20;2019;36;30;29;1;0;0;6;4;1;1;0;0;0;0;4SP7k
603;École doctorale Éducation, Langages, Interactions, Cognition, Clinique, Expertise - ED 603;ELICCE;2020;2019-20;2019;77;66;64;1;0;1;11;2;2;2;3;2;0;0;1Mzw7
620;École doctorale Sciences du Numérique et de l'Ingénieur;SNI;2020;2019-20;2019;37;21;16;5;0;0;16;0;2;3;11;0;0;0;Dr40w
19;École doctorale Littératures françaises et comparée;;2019;2018-19;2018;53;42;42;0;0;0;11;4;0;5;1;1;0;0;13M43
88;École doctorale Droit et science politique;DSP;2019;2018-19;2018;34;33;33;0;0;0;1;0;0;0;1;0;0;0;elnAJ
104;École doctorale Sciences de la matière, du rayonnement et de l'environnement;SMRE;2019;2018-19;2018;127;71;60;11;0;0;56;11;1;26;9;9;0;0;Q5iFz
138;École doctorale Lettres, langues, spectacles;LLS;2019;2018-19;2018;41;34;32;0;0;2;7;3;2;0;1;1;0;0;y9O3k
160;École doctorale Électronique, électrotechnique, automatique;EEA;2019;2018-19;2018;56;41;15;26;0;0;15;2;0;9;2;2;0;0;EgfMQ
234;École doctorale de Sciences Po;;2019;2018-19;2018;59;43;42;0;1;0;16;10;5;1;0;0;0;0;ux756
434;École doctorale Géographie de Paris - Espaces, sociétés, aménagement;EDGP;2019;2018-19;2018;55;48;44;0;0;4;7;1;0;3;3;0;0;0;1FmLX
484;École doctorale Lettres, langues, linguistique, arts;3LA;2019;2018-19;2018;53;47;45;0;0;2;6;2;1;2;1;0;0;0;BlCQD
519;École doctorale Sciences humaines et sociales - Perspectives européennes;SHS-PE;2019;2018-19;2018;57;46;45;0;0;1;11;5;0;1;4;1;0;0;2f5qs
543;École doctorale de Dauphine;;2019;2018-19;2018;80;69;46;2;3;18;11;4;1;1;4;1;0;0;u8w6A
555;École doctorale Sciences de l'Homme et de la Société;SHS;2019;2018-19;2018;42;36;30;0;0;6;6;2;0;0;3;1;0;0;44G6m
601;École doctorale Mathématiques et Sciences et Technologies de l'information et de la Communication;MathSTIC;2019;2018-19;2018;270;206;132;69;0;5;64;9;2;29;14;10;0;0;3Ue20
619;École doctorale Sciences Fondamentales et Santé;SFS;2019;2018-19;2018;28;26;25;1;0;0;2;0;1;0;0;0;1;0;JiZVW
41;École doctorale Droit;;2018;2017-18;2017;50;39;38;0;0;1;11;2;0;2;6;1;0;0;KnOQK
182;École doctorale Physique et chimie-physique;;2018;2017-18;2017;66;41;31;9;0;1;25;1;4;14;4;2;0;0;3My6I
340;École doctorale Biologie moléculaire, intégrative et cellulaire;BMIC;2018;2017-18;2017;65;55;53;1;0;1;10;3;1;5;0;1;0;0;db7xq
354;École doctorale Langues, lettres et arts;LLA;2018;2017-18;2017;52;45;45;0;0;0;7;4;1;1;0;1;0;0;RwcSv
496;École doctorale Sociétés, cultures, échanges;SCE;2018;2017-18;2017;0;0;0;0;0;0;0;0;0;0;0;0;0;0;633tC
512;École doctorale Informatique et mathématiques;InfoMaths;2018;2017-18;2017;75;60;41;19;0;0;15;2;0;7;5;1;0;0;t86bi
514;École doctorale Études anglophones, germanophones et européennes;EDEAGE;2018;2017-18;2017;25;22;22;0;0;0;3;2;0;0;0;1;0;0;fuIQs
520;École doctorale Humanités;;2018;2017-18;2017;49;34;31;0;0;3;15;4;3;2;5;1;0;0;rI175
9;École doctorale Droit international, droit européen, relations internationales et droit comparé;;2017;2016-17;2016;37;34;33;0;0;1;3;1;0;1;0;1;0;0;v1emR
77;École doctorale Informatique, automatique, électronique, électrotechnique, mathématiques;IAEM;2017;2016-17;2016;90;61;44;15;0;2;29;4;3;7;7;8;0;0;TCHTA
181;École doctorale Structure, informations, matière et matériaux;Simem;2017;2016-17;2016;0;0;0;0;0;0;0;0;0;0;0;0;0;0;c1D6f
113;École doctorale Histoire;;2025;2024-25;2024;54;46;41;0;5;0;8;3;2;2;0;1;0;0;G5wHs
120;École doctorale Littérature française et comparée;;2025;2024-25;2024;28;19;18;0;0;1;9;3;0;3;3;0;0;0;3ULpe
218;École doctorale Chimie et sciences du vivant;EDCSV;2025;2024-25;2024;93;78;67;11;0;0;15;5;1;5;0;4;0;0;8bcJh
370;École doctorale Lettres, sciences humaines et sociales;LSHS;2025;2024-25;2024;47;41;36;0;0;5;6;2;1;3;0;0;0;0;xAXXx
397;École doctorale Physique et chimie des matériaux;;2025;2024-25;2024;74;58;38;20;0;0;16;4;1;9;0;2;0;0;WxSt9
460;École doctorale Sciences juridiques;SJ;2025;2024-25;2024;8;6;6;0;0;0;2;0;0;1;1;0;0;0;ZB5I5
461;École doctorale Droit et science politique;;2025;2024-25;2024;28;24;24;0;0;0;4;0;0;2;2;0;0;0;QGArN
479;École doctorale Sciences juridiques et politiques;;2025;2024-25;2024;50;40;38;0;0;2;10;1;1;2;6;0;0;0;34mid
481;École doctorale Sciences sociales et humanités;SSH;2025;2024-25;2024;56;43;40;1;0;2;13;7;0;2;4;0;0;0;E3z5j
528;École doctorale Ville, transports et territoires;VTT;2025;2024-25;2024;28;25;20;3;1;1;3;1;2;0;0;0;0;0;68zCc
537;École doctorale Culture et patrimoine;C&P;2025;2024-25;2024;17;11;11;0;0;0;6;4;1;1;0;0;0;0;GxI4a
543;École doctorale de Dauphine;;2025;2024-25;2024;87;80;69;9;2;0;7;1;2;3;0;1;0;0;u8w6A
561;École doctorale Hématologie, Oncogenèse et Biothérapies;HOB;2025;2024-25;2024;52;45;44;1;0;0;7;2;0;5;0;0;0;0;7Klb2
628;École doctorale Arts Humanités et Sciences sociales;AHSS;2025;2024-25;2024;32;25;16;1;0;8;7;1;0;1;4;1;0;0;vwwRK
8;École doctorale Histoire du droit, philosophie du droit et sociologie du droit;;2024;2023-24;2023;9;9;9;0;0;0;0;0;0;0;0;0;0;0;pGSed
22;École doctorale Mondes anciens et médiévaux;;2024;2023-24;2023;19;15;15;0;0;0;4;3;0;0;1;0;0;0;fqCbl
513;École doctorale Droit et sciences politiques, économiques et de gestion;DESPEG;2024;2023-24;2023;29;22;22;0;0;0;7;3;0;1;2;1;0;0;aVHGU
549;École doctorale Santé, Sciences Biologiques et Chimie du Vivant;SSBCV;2024;2023-24;2023;66;59;51;8;0;0;7;4;0;1;2;0;0;0;B9ggO
564;École doctorale Physique en Ile de France;PIF;2024;2023-24;2023;200;157;100;57;0;0;43;14;15;13;0;1;0;0;39AcN
569;École doctorale Innovation thérapeutique : du fondamental à l'appliqué;;2024;2023-24;2023;83;71;59;12;0;0;12;4;1;5;1;1;0;0;jx8ET
599;École doctorale Droit et Science Politique;DSP;2024;2023-24;2023;22;21;21;0;0;0;1;0;0;0;0;1;0;0;6rwtT
623;École doctorale Savoir, Sciences, Éducation;SSE;2024;2023-24;2023;20;16;16;0;0;0;4;1;0;3;0;0;0;0;98lMD
124;École doctorale Histoire de l'art et archéologie;;2023;2022-23;2022;17;16;16;0;0;0;1;1;0;0;0;0;0;0;MBN4L
139;École doctorale Connaissance, langage, modélisation;CLM;2023;2022-23;2022;62;54;51;1;0;2;8;3;0;4;0;1;0;0;1lxGH
266;École doctorale Biologie, santé, environnement;BIOSE;2023;2022-23;2022;38;37;33;1;0;3;1;0;0;0;0;1;0;0;386V9
432;École doctorale Sciences des métiers de l'ingénieur;SMI;2023;2022-23;2022;153;116;70;44;0;2;37;5;0;19;9;4;0;0;nSsHB
537;École doctorale Culture et patrimoine;C&P;2023;2022-23;2022;17;15;13;2;0;0;2;1;0;0;1;0;0;0;GxI4a
545;École doctorale Sociétés, politique et santé publique;SP2;2023;2022-23;2022;68;60;54;0;0;6;8;2;0;3;3;0;0;0;IAKR4
553;École doctorale Carnot - Pasteur;;2023;2022-23;2022;37;29;23;6;0;0;8;5;0;0;2;1;0;0;6h4Z7
572;École doctorale Ondes et matière;EDOM;2023;2022-23;2022;49;46;37;8;0;1;3;2;0;1;0;0;0;0;etSIi
573;École doctorale Interfaces : Approches Interdisciplinaires, Fondements, Applications et Innovation;ED INTERFACES;2023;2022-23;2022;28;22;12;9;1;0;6;3;1;1;1;0;0;0;gG820
622;École doctorale Sciences du langage;SDL;2023;2022-23;2022;38;31;30;0;0;1;7;2;1;3;0;1;0;0;9DsG2
646;École doctorale Éducation, Langages, Interactions, Cognition, Clinique, Expertise;ELICCE;2023;2022-23;2022;48;43;40;1;0;2;5;2;2;0;0;1;0;0;sdk5n
653;École doctorale Sciences et Ingénierie;S&I;2023;2022-23;2022;59;50;34;15;0;1;9;4;0;1;1;3;0;0;vpw2d
22;École doctorale Mondes anciens et médiévaux;;2022;2021-22;2021;39;30;30;0;0;0;9;5;1;0;0;3;0;0;fqCbl
71;École doctorale Sciences pour l'ingénieur;;2022;2021-22;2021;59;42;20;22;0;0;17;1;2;8;3;3;0;0;H6UYp
120;École doctorale Littérature française et comparée;;2022;2021-22;2021;25;20;20;0;0;0;5;2;1;2;0;0;0;0;3ULpe
127;École doctorale Astronomie et astrophysique d'Ile de France;A&A;2022;2021-22;2021;60;44;35;9;0;0;16;6;4;5;0;1;0;0;cPXrq
151;École doctorale Biologie, santé, biotechnologies;;2022;2021-22;2021;106;93;82;10;0;1;13;6;0;5;1;1;0;0;yP8w4
158;École doctorale Cerveau, cognition, comportement;3C;2022;2021-22;2021;120;100;90;5;0;5;20;8;4;5;0;3;0;0;Il62F
166;École doctorale Information, structures et systèmes;I2S;2022;2021-22;2021;105;83;56;25;0;2;22;5;4;4;4;5;0;0;2uO68
353;École doctorale Sciences pour l'ingénieur : mécanique, physique, micro et nanoélectronique;;2017;2016-17;2016;41;30;20;10;0;0;11;5;1;2;2;1;0;0;vk5Kp
468;École doctorale Mécanique, énergétique, génie civil, procédés;MEGEP;2017;2016-17;2016;136;102;66;36;0;0;34;10;0;12;6;6;0;0;4XUTB
492;École doctorale Droit;;2017;2016-17;2016;59;58;55;0;0;3;1;0;0;0;1;0;0;0;kOQsX
496;École doctorale Sociétés, cultures, échanges;SCE;2017;2016-17;2016;56;46;45;0;0;1;10;4;1;2;1;2;0;0;633tC
586;École doctorale Sciences Humaines et Sociales;EDSHS;2017;2016-17;2016;57;52;47;0;1;4;5;1;1;0;2;1;0;0;0RKVX
132;École doctorale Sciences du langage;;2016;2015-16;2015;20;17;17;0;0;0;3;1;0;0;0;1;1;0;5AUF1
209;École doctorale Sciences physiques et de L'ingénieur;SPI;2016;2015-16;2015;89;74;53;21;0;0;15;5;0;6;1;3;0;0;tZcIZ
309;École doctorale Systèmes;EDSYS;2016;2015-16;2015;36;32;22;10;0;0;4;1;0;1;0;2;0;0;8TT4b
341;École doctorale Évolution, écosystèmes, microbiologie, modélisation;E2M2;2016;2015-16;2015;31;23;22;1;0;0;8;1;0;4;2;1;0;0;J83I0
356;École doctorale Cognition, langage, éducation;;2016;2015-16;2015;79;69;30;0;0;39;10;4;0;0;4;2;0;0;55Cpz
373;École doctorale Santé, information/communications et mathématiques, matière;SICMA;2016;2015-16;2015;120;80;57;23;0;0;40;7;0;12;11;10;0;0;hTJF5
393;École doctorale Pierre Louis de Santé Publique : Épidémiologie et Sciences de l'information biomédicale;PLSP;2016;2015-16;2015;51;44;44;0;0;0;7;5;0;0;1;1;0;0;69445
434;École doctorale Géographie de Paris - Espaces, sociétés, aménagement;EDGP;2016;2015-16;2015;59;48;36;0;0;12;11;4;0;3;2;2;0;0;1FmLX
473;École doctorale Sciences de l'homme et de la société;SHS;2016;2015-16;2015;143;115;108;0;0;7;28;9;0;5;11;3;0;0;8qKD9
481;École doctorale Sciences sociales et humanités;SSH;2016;2015-16;2015;62;57;53;0;0;4;5;1;0;2;2;0;0;0;E3z5j
484;École doctorale Lettres, langues, linguistique, arts;3LA;2016;2015-16;2015;118;102;93;0;0;9;16;2;2;4;3;5;0;0;BlCQD
529;École doctorale Cultures et sociétés;CS;2016;2015-16;2015;58;49;34;0;1;14;9;3;1;0;3;2;0;0;XU9tb
530;École doctorale Organisations, marchés, institutions;OMI;2016;2015-16;2015;43;36;13;4;3;16;7;0;1;0;5;1;0;0;4htv7
535;École doctorale Sciences de la société;SDS;2016;2015-16;2015;0;0;0;0;0;0;0;0;0;0;0;0;0;0;iEUOV
541;École doctorale de sciences humaines et sociales de La Réunion;SHS;2016;2015-16;2015;29;27;25;0;0;2;2;2;0;0;0;0;0;0;21SpE
561;École doctorale Hématologie, Oncogenèse et Biothérapies;HOB;2016;2015-16;2015;52;49;44;4;0;1;3;1;0;1;0;1;0;0;7Klb2
577;École doctorale Structure et dynamique des systèmes vivants;SDSV;2016;2015-16;2015;56;42;32;9;0;1;14;5;3;5;0;1;0;0;4bsxJ
40;École doctorale Sciences chimiques;EDSC;2015;2014-15;2014;84;64;48;16;0;0;20;7;1;10;0;2;0;0;wde3D
42;École doctorale Entreprise, économie, société;EES;2015;2014-15;2014;18;16;16;0;0;0;2;0;0;0;2;0;0;0;uO01d
300;École doctorale Sciences Économiques;ED SE;2022;2021-22;2021;10;9;9;0;0;0;1;0;0;0;1;0;0;0;5x3fM
354;École doctorale Langues, lettres et arts;LLA;2022;2021-22;2021;38;33;29;0;0;4;5;1;0;0;3;1;0;0;RwcSv
455;École doctorale Économie, Gestion, Information et Communication;EGIC;2022;2021-22;2021;32;28;15;2;1;10;4;1;0;0;2;1;0;0;qCOg3
206;École doctorale Chimie : chimie, procédés, environnement;;2015;2014-15;2014;94;56;43;11;0;2;38;13;1;14;5;5;0;0;m0UhD
