indicatorId,geoUnit,year,type,subtype,value
MOR.5T8.40510,EST,2014,Source,Data sources,UIS Education Survey
MOR.5T8.40510,EST,2015,Source,Data sources,UIS Education Survey
MOR.5T8.40510,EST,2016,Source,Data sources,UIS Education Survey
MOR.5T8.40510,EST,2017,Source,Data sources,UIS Education Survey
MOR.5T8.40510,EST,2018,Source,Data sources,UIS Education Survey
MOR.5T8.40510,EST,2019,Source,Data sources,UIS Education Survey
MOR.5T8.40510,EST,2020,Source,Data sources,UIS Education Survey
MOR.5T8.40510,EST,2021,Source,Data sources,UIS Education Survey
MOR.5T8.40510,EST,2022,Source,Data sources,UIS Education Survey
MOR.5T8.40510,ETH,2000,Source,Data sources,UIS Education Survey
MOR.5T8.40510,ETH,2001,Source,Data sources,UIS Education Survey
MOR.5T8.40510,ETH,2002,Source,Data sources,UIS Education Survey
MOR.5T8.40510,ETH,2003,Source,Data sources,UIS Education Survey
MOR.5T8.40510,ETH,2004,Source,Data sources,UIS Education Survey
MOR.5T8.40510,ETH,2005,Source,Data sources,UIS Education Survey
MOR.5T8.40510,ETH,2008,Source,Data sources,UIS Education Survey
MOR.5T8.40510,ETH,2009,Source,Data sources,UIS Education Survey
MOR.5T8.40510,ETH,2010,Source,Data sources,UIS Education Survey
MOR.5T8.40510,ETH,2011,Source,Data sources,UIS Education Survey
MOR.5T8.40510,ETH,2012,Source,Data sources,UIS Education Survey
MOR.5T8.40510,ETH,2014,Source,Data sources,UIS Education Survey
MOR.5T8.40510,FIN,2000,Source,Data sources,UIS Education Survey
MOR.5T8.40510,FIN,2001,Source,Data sources,UIS Education Survey
MOR.5T8.40510,FIN,2002,Source,Data sources,UIS Education Survey
MOR.5T8.40510,FIN,2003,Source,Data sources,UIS Education Survey
MOR.5T8.40510,FIN,2004,Source,Data sources,UIS Education Survey
MOR.5T8.40510,FIN,2005,Source,Data sources,UIS Education Survey
MOR.5T8.40510,FIN,2006,Source,Data sources,UIS Education Survey
MOR.5T8.40510,FIN,2007,Source,Data sources,UIS Education Survey
MOR.5T8.40510,FIN,2008,Source,Data sources,UIS Education Survey
MOR.5T8.40510,FIN,2009,Source,Data sources,UIS Education Survey
MOR.5T8.40510,FIN,2010,Source,Data sources,UIS Education Survey
MOR.5T8.40510,FIN,2011,Source,Data sources,UIS Education Survey
MOR.5T8.40510,FIN,2012,Source,Data sources,UIS Education Survey
MOR.5T8.40510,FIN,2013,Source,Data sources,UIS Education Survey
MOR.5T8.40510,FIN,2014,Source,Data sources,UIS Education Survey
MOR.5T8.40510,FIN,2015,Source,Data sources,UIS Education Survey
MOR.5T8.40510,FIN,2016,Source,Data sources,UIS Education Survey
MOR.5T8.40510,FIN,2017,Source,Data sources,UIS Education Survey
MOR.5T8.40510,FIN,2018,Source,Data sources,UIS Education Survey
MOR.5T8.40510,FIN,2019,Source,Data sources,UIS Education Survey
MOR.5T8.40510,FIN,2020,Source,Data sources,UIS Education Survey
MOR.5T8.40510,FIN,2021,Source,Data sources,UIS Education Survey
MOR.5T8.40510,FIN,2022,Source,Data sources,UIS Education Survey
MOR.5T8.40510,FJI,2003,Source,Data sources,UIS Education Survey
MOR.5T8.40510,FJI,2004,Source,Data sources,UIS Education Survey
MOR.5T8.40510,FJI,2005,Source,Data sources,UIS Education Survey
MOR.5T8.40510,FJI,2019,Source,Data sources,UIS Education Survey
MOR.5T8.40510,FRA,2000,Source,Data sources,UIS Education Survey
MOR.5T8.40510,FRA,2001,Source,Data sources,UIS Education Survey
MOR.5T8.40510,FRA,2002,Source,Data sources,UIS Education Survey
MOR.5T8.40510,FRA,2003,Source,Data sources,UIS Education Survey
MOR.5T8.40510,FRA,2004,Source,Data sources,UIS Education Survey
MOR.5T8.40510,FRA,2005,Source,Data sources,UIS Education Survey
MOR.5T8.40510,FRA,2006,Source,Data sources,UIS Education Survey
MOR.5T8.40510,FRA,2007,Source,Data sources,UIS Education Survey
MOR.5T8.40510,FRA,2008,Source,Data sources,UIS Education Survey
MOR.5T8.40510,FRA,2009,Source,Data sources,UIS Education Survey
MOR.5T8.40510,FRA,2010,Source,Data sources,UIS Education Survey
MOR.5T8.40510,FRA,2011,Source,Data sources,UIS Education Survey
MOR.5T8.40510,FRA,2012,Source,Data sources,UIS Education Survey
MOR.5T8.40510,FRA,2013,Source,Data sources,UIS Education Survey
MOR.5T8.40510,FRA,2014,Source,Data sources,UIS Education Survey
MOR.5T8.40510,FRA,2015,Source,Data sources,UIS Education Survey
MOR.5T8.40510,FRA,2016,Source,Data sources,UIS Education Survey
MOR.5T8.40510,FRA,2017,Source,Data sources,UIS Education Survey
MOR.5T8.40510,FRA,2018,Source,Data sources,UIS Education Survey
MOR.5T8.40510,FRA,2019,Source,Data sources,UIS Education Survey
MOR.5T8.40510,FRA,2020,Source,Data sources,UIS Education Survey
MOR.5T8.40510,FRA,2021,Source,Data sources,UIS Education Survey
MOR.5T8.40510,FRA,2022,Source,Data sources,UIS Education Survey
MOR.5T8.40510,FSM,2000,Source,Data sources,UIS Education Survey
MOR.5T8.40510,GAB,2001,Source,Data sources,UIS Education Survey
MOR.5T8.40510,GAB,2003,Source,Data sources,UIS Education Survey
MOR.5T8.40510,GBR,2000,Source,Data sources,UIS Education Survey
MOR.5T8.40510,GBR,2001,Source,Data sources,UIS Education Survey
MOR.5T8.40510,GBR,2002,Source,Data sources,UIS Education Survey
MOR.5T8.40510,GBR,2003,Source,Data sources,UIS Education Survey
MOR.5T8.40510,GBR,2004,Source,Data sources,UIS Education Survey
MOR.5T8.40510,GBR,2005,Source,Data sources,UIS Education Survey
MOR.5T8.40510,GBR,2006,Source,Data sources,UIS Education Survey
MOR.5T8.40510,GBR,2007,Source,Data sources,UIS Education Survey
MOR.5T8.40510,GBR,2008,Source,Data sources,UIS Education Survey
MOR.5T8.40510,GBR,2009,Source,Data sources,UIS Education Survey
MOR.5T8.40510,GBR,2010,Source,Data sources,UIS Education Survey
MOR.5T8.40510,GBR,2011,Source,Data sources,UIS Education Survey
MOR.5T8.40510,GBR,2012,Source,Data sources,UIS Education Survey
MOR.5T8.40510,GBR,2013,Source,Data sources,UIS Education Survey
MOR.5T8.40510,GBR,2014,Source,Data sources,UIS Education Survey
MOR.5T8.40510,GBR,2015,Source,Data sources,UIS Education Survey
MOR.5T8.40510,GBR,2016,Source,Data sources,UIS Education Survey
MOR.5T8.40510,GBR,2017,Source,Data sources,UIS Education Survey
MOR.5T8.40510,GBR,2018,Source,Data sources,UIS Education Survey
MOR.5T8.40510,GBR,2019,Source,Data sources,UIS Education Survey
MOR.5T8.40510,GBR,2020,Source,Data sources,UIS Education Survey
MOR.5T8.40510,GBR,2021,Source,Data sources,UIS Education Survey
MOR.5T8.40510,GBR,2022,Source,Data sources,UIS Education Survey
MOR.5T8.40510,GEO,2000,Source,Data sources,UIS Education Survey
MOR.5T8.40510,GEO,2001,Source,Data sources,UIS Education Survey
MOR.5T8.40510,GEO,2002,Source,Data sources,UIS Education Survey
MOR.5T8.40510,GEO,2003,Source,Data sources,UIS Education Survey
MOR.5T8.40510,GEO,2004,Source,Data sources,UIS Education Survey
MOR.5T8.40510,GEO,2005,Source,Data sources,UIS Education Survey
MOR.5T8.40510,GEO,2006,Source,Data sources,UIS Education Survey
MOR.5T8.40510,GEO,2007,Source,Data sources,UIS Education Survey
MOR.5T8.40510,GEO,2008,Source,Data sources,UIS Education Survey
MOR.5T8.40510,GEO,2009,Source,Data sources,UIS Education Survey
MOR.5T8.40510,GEO,2010,Source,Data sources,UIS Education Survey
MOR.5T8.40510,GEO,2011,Source,Data sources,UIS Education Survey
MOR.5T8.40510,GEO,2012,Source,Data sources,UIS Education Survey
MOR.5T8.40510,GEO,2013,Source,Data sources,UIS Education Survey
MOR.5T8.40510,GEO,2014,Source,Data sources,UIS Education Survey
MOR.5T8.40510,GEO,2015,Source,Data sources,UIS Education Survey
MOR.5T8.40510,GEO,2016,Source,Data sources,UIS Education Survey
MOR.5T8.40510,GEO,2017,Source,Data sources,UIS Education Survey
MOR.5T8.40510,GEO,2018,Source,Data sources,UIS Education Survey
MOR.5T8.40510,GEO,2019,Source,Data sources,UIS Education Survey
MOR.5T8.40510,GEO,2020,Source,Data sources,UIS Education Survey
MOR.5T8.40510,GEO,2021,Source,Data sources,UIS Education Survey
MOR.5T8.40510,GEO,2022,Source,Data sources,UIS Education Survey
MOR.5T8.40510,GHA,2005,Source,Data sources,UIS Education Survey
MOR.5T8.40510,GHA,2006,Source,Data sources,UIS Education Survey
MOR.5T8.40510,GHA,2007,Source,Data sources,UIS Education Survey
MOR.5T8.40510,GHA,2008,Source,Data sources,UIS Education Survey
MOR.5T8.40510,GHA,2009,Source,Data sources,UIS Education Survey
MOR.5T8.40510,GHA,2011,Source,Data sources,UIS Education Survey
MOR.5T8.40510,GHA,2012,Source,Data sources,UIS Education Survey
MOR.5T8.40510,GHA,2013,Source,Data sources,UIS Education Survey
MOR.5T8.40510,GHA,2014,Source,Data sources,UIS Education Survey
MOR.5T8.40510,GHA,2015,Source,Data sources,UIS Education Survey
MOR.5T8.40510,GHA,2016,Source,Data sources,UIS Education Survey
MOR.5T8.40510,GHA,2017,Source,Data sources,UIS Education Survey
MOR.5T8.40510,GHA,2018,Source,Data sources,UIS Education Survey
MOR.5T8.40510,GHA,2019,Source,Data sources,UIS Education Survey
MOR.5T8.40510,GHA,2020,Source,Data sources,UIS Education Survey
MOR.5T8.40510,GHA,2021,Source,Data sources,UIS Education Survey
MOR.5T8.40510,GHA,2022,Source,Data sources,UIS Education Survey
MOR.5T8.40510,GIN,2004,Source,Data sources,UIS Education Survey
MOR.5T8.40510,GIN,2005,Source,Data sources,UIS Education Survey
MOR.5T8.40510,GIN,2006,Source,Data sources,UIS Education Survey
MOR.5T8.40510,GIN,2007,Source,Data sources,UIS Education Survey
MOR.5T8.40510,GIN,2008,Source,Data sources,UIS Education Survey
MOR.5T8.40510,GIN,2009,Source,Data sources,UIS Education Survey
MOR.5T8.40510,GIN,2010,Source,Data sources,UIS Education Survey
MOR.5T8.40510,GIN,2011,Source,Data sources,UIS Education Survey
MOR.5T8.40510,GIN,2012,Source,Data sources,UIS Education Survey
MOR.5T8.40510,GIN,2013,Source,Data sources,UIS Education Survey
MOR.5T8.40510,GIN,2014,Source,Data sources,UIS Education Survey
MOR.5T8.40510,GMB,2004,Source,Data sources,UIS Education Survey
MOR.5T8.40510,GMB,2010,Source,Data sources,UIS Education Survey
MOR.5T8.40510,GMB,2011,Source,Data sources,UIS Education Survey
MOR.5T8.40510,GMB,2012,Source,Data sources,UIS Education Survey
MOR.5T8.40510,GNB,2005,Source,Data sources,UIS Education Survey
MOR.5T8.40510,GNB,2006,Source,Data sources,UIS Education Survey
MOR.5T8.40510,GNQ,2000,Source,Data sources,UIS Education Survey
MOR.5T8.40510,GRC,2000,Source,Data sources,UIS Education Survey
MOR.5T8.40510,GRC,2001,Source,Data sources,UIS Education Survey
MOR.5T8.40510,GRC,2002,Source,Data sources,UIS Education Survey
MOR.5T8.40510,GRC,2003,Source,Data sources,UIS Education Survey
MOR.5T8.40510,GRC,2004,Source,Data sources,UIS Education Survey
MOR.5T8.40510,GRC,2005,Source,Data sources,UIS Education Survey
MOR.5T8.40510,GRC,2006,Source,Data sources,UIS Education Survey
MOR.5T8.40510,GRC,2007,Source,Data sources,UIS Education Survey
MOR.5T8.40510,GRC,2010,Source,Data sources,UIS Education Survey
MOR.5T8.40510,GRC,2011,Source,Data sources,UIS Education Survey
MOR.5T8.40510,GRC,2012,Source,Data sources,UIS Education Survey
MOR.5T8.40510,GRC,2013,Source,Data sources,UIS Education Survey
MOR.5T8.40510,GRC,2014,Source,Data sources,UIS Education Survey
MOR.5T8.40510,GRC,2016,Source,Data sources,UIS Education Survey
MOR.5T8.40510,GRC,2017,Source,Data sources,UIS Education Survey
MOR.5T8.40510,GRC,2018,Source,Data sources,UIS Education Survey
MOR.5T8.40510,GRC,2019,Source,Data sources,UIS Education Survey
MOR.5T8.40510,GRC,2020,Source,Data sources,UIS Education Survey
MOR.5T8.40510,GRC,2021,Source,Data sources,UIS Education Survey
MOR.5T8.40510,GRC,2022,Source,Data sources,UIS Education Survey
MOR.5T8.40510,GRD,2009,Source,Data sources,UIS Education Survey
MOR.5T8.40510,GRD,2015,Source,Data sources,UIS Education Survey
MOR.5T8.40510,GRD,2016,Source,Data sources,UIS Education Survey
MOR.5T8.40510,GRD,2017,Source,Data sources,UIS Education Survey
MOR.5T8.40510,GRD,2018,Source,Data sources,UIS Education Survey
MOR.5T8.40510,GTM,2002,Source,Data sources,UIS Education Survey
MOR.5T8.40510,GTM,2007,Source,Data sources,UIS Education Survey
MOR.5T8.40510,GTM,2009,Source,Data sources,UIS Education Survey
MOR.5T8.40510,GTM,2010,Source,Data sources,UIS Education Survey
MOR.5T8.40510,GTM,2011,Source,Data sources,UIS Education Survey
MOR.5T8.40510,GTM,2012,Source,Data sources,UIS Education Survey
MOR.5T8.40510,GTM,2013,Source,Data sources,UIS Education Survey
MOR.5T8.40510,GTM,2014,Source,Data sources,UIS Education Survey
MOR.5T8.40510,GTM,2015,Source,Data sources,UIS Education Survey
MOR.5T8.40510,GTM,2019,Source,Data sources,UIS Education Survey
MOR.5T8.40510,GUY,2003,Source,Data sources,UIS Education Survey
MOR.5T8.40510,GUY,2004,Source,Data sources,UIS Education Survey
MOR.5T8.40510,GUY,2005,Source,Data sources,UIS Education Survey
MOR.5T8.40510,GUY,2006,Source,Data sources,UIS Education Survey
MOR.5T8.40510,GUY,2007,Source,Data sources,UIS Education Survey
MOR.5T8.40510,GUY,2008,Source,Data sources,UIS Education Survey
MOR.5T8.40510,GUY,2009,Source,Data sources,UIS Education Survey
MOR.5T8.40510,GUY,2010,Source,Data sources,UIS Education Survey
MOR.5T8.40510,GUY,2011,Source,Data sources,UIS Education Survey
MOR.5T8.40510,GUY,2012,Source,Data sources,UIS Education Survey
MOR.5T8.40510,HKG,2003,Source,Data sources,UIS Education Survey
MOR.5T8.40510,HKG,2004,Source,Data sources,UIS Education Survey
MOR.5T8.40510,HKG,2005,Source,Data sources,UIS Education Survey
MOR.5T8.40510,HKG,2006,Source,Data sources,UIS Education Survey
MOR.5T8.40510,HKG,2007,Source,Data sources,UIS Education Survey
MOR.5T8.40510,HKG,2008,Source,Data sources,UIS Education Survey
MOR.5T8.40510,HKG,2009,Source,Data sources,UIS Education Survey
MOR.5T8.40510,HKG,2010,Source,Data sources,UIS Education Survey
MOR.5T8.40510,HKG,2011,Source,Data sources,UIS Education Survey
MOR.5T8.40510,HKG,2012,Source,Data sources,UIS Education Survey
MOR.5T8.40510,HKG,2013,Source,Data sources,UIS Education Survey
MOR.5T8.40510,HKG,2014,Source,Data sources,UIS Education Survey
MOR.5T8.40510,HKG,2015,Source,Data sources,UIS Education Survey
MOR.5T8.40510,HKG,2016,Source,Data sources,UIS Education Survey
MOR.5T8.40510,HKG,2017,Source,Data sources,UIS Education Survey
MOR.5T8.40510,HKG,2018,Source,Data sources,UIS Education Survey
MOR.5T8.40510,HKG,2019,Source,Data sources,UIS Education Survey
MOR.5T8.40510,HKG,2020,Source,Data sources,UIS Education Survey
MOR.5T8.40510,HKG,2021,Source,Data sources,UIS Education Survey
MOR.5T8.40510,HKG,2022,Source,Data sources,UIS Education Survey
MOR.5T8.40510,HND,2000,Source,Data sources,UIS Education Survey
MOR.5T8.40510,HND,2003,Source,Data sources,UIS Education Survey
MOR.5T8.40510,HND,2004,Source,Data sources,UIS Education Survey
MOR.5T8.40510,HND,2008,Source,Data sources,UIS Education Survey
MOR.5T8.40510,HND,2010,Source,Data sources,UIS Education Survey
MOR.5T8.40510,HND,2012,Source,Data sources,UIS Education Survey
MOR.5T8.40510,HND,2013,Source,Data sources,UIS Education Survey
MOR.5T8.40510,HND,2014,Source,Data sources,UIS Education Survey
MOR.5T8.40510,HND,2015,Source,Data sources,UIS Education Survey
MOR.5T8.40510,HND,2016,Source,Data sources,UIS Education Survey
MOR.5T8.40510,HND,2017,Source,Data sources,UIS Education Survey
MOR.5T8.40510,HND,2018,Source,Data sources,UIS Education Survey
MOR.5T8.40510,HND,2019,Source,Data sources,UIS Education Survey
MOR.5T8.40510,HRV,2000,Source,Data sources,UIS Education Survey
MOR.5T8.40510,HRV,2001,Source,Data sources,UIS Education Survey
MOR.5T8.40510,HRV,2002,Source,Data sources,UIS Education Survey
MOR.5T8.40510,HRV,2003,Source,Data sources,UIS Education Survey
MOR.5T8.40510,HRV,2004,Source,Data sources,UIS Education Survey
MOR.5T8.40510,HRV,2005,Source,Data sources,UIS Education Survey
MOR.5T8.40510,HRV,2006,Source,Data sources,UIS Education Survey
MOR.5T8.40510,HRV,2007,Source,Data sources,UIS Education Survey
MOR.5T8.40510,HRV,2008,Source,Data sources,UIS Education Survey
MOR.5T8.40510,HRV,2009,Source,Data sources,UIS Education Survey
MOR.5T8.40510,HRV,2010,Source,Data sources,UIS Education Survey
MOR.5T8.40510,HRV,2011,Source,Data sources,UIS Education Survey
MOR.5T8.40510,HRV,2012,Source,Data sources,UIS Education Survey
MOR.5T8.40510,HRV,2013,Source,Data sources,UIS Education Survey
MOR.5T8.40510,HRV,2014,Source,Data sources,UIS Education Survey
MOR.5T8.40510,HRV,2015,Source,Data sources,UIS Education Survey
MOR.5T8.40510,HRV,2016,Source,Data sources,UIS Education Survey
MOR.5T8.40510,HRV,2017,Source,Data sources,UIS Education Survey
MOR.5T8.40510,HRV,2018,Source,Data sources,UIS Education Survey
MOR.5T8.40510,HRV,2019,Source,Data sources,UIS Education Survey
MOR.5T8.40510,HRV,2020,Source,Data sources,UIS Education Survey
MOR.5T8.40510,HRV,2021,Source,Data sources,UIS Education Survey
MOR.5T8.40510,HRV,2022,Source,Data sources,UIS Education Survey
MOR.5T8.40510,HUN,2000,Source,Data sources,UIS Education Survey
MOR.5T8.40510,HUN,2001,Source,Data sources,UIS Education Survey
MOR.5T8.40510,HUN,2002,Source,Data sources,UIS Education Survey
MOR.5T8.40510,HUN,2003,Source,Data sources,UIS Education Survey
MOR.5T8.40510,HUN,2004,Source,Data sources,UIS Education Survey
MOR.5T8.40510,HUN,2005,Source,Data sources,UIS Education Survey
MOR.5T8.40510,HUN,2006,Source,Data sources,UIS Education Survey
MOR.5T8.40510,HUN,2007,Source,Data sources,UIS Education Survey
MOR.5T8.40510,HUN,2008,Source,Data sources,UIS Education Survey
MOR.5T8.40510,HUN,2009,Source,Data sources,UIS Education Survey
MOR.5T8.40510,HUN,2010,Source,Data sources,UIS Education Survey
MOR.5T8.40510,HUN,2011,Source,Data sources,UIS Education Survey
MOR.5T8.40510,HUN,2012,Source,Data sources,UIS Education Survey
MOR.5T8.40510,HUN,2013,Source,Data sources,UIS Education Survey
MOR.5T8.40510,HUN,2014,Source,Data sources,UIS Education Survey
MOR.5T8.40510,HUN,2015,Source,Data sources,UIS Education Survey
MOR.5T8.40510,HUN,2016,Source,Data sources,UIS Education Survey
MOR.5T8.40510,HUN,2017,Source,Data sources,UIS Education Survey
MOR.5T8.40510,HUN,2018,Source,Data sources,UIS Education Survey
MOR.5T8.40510,HUN,2019,Source,Data sources,UIS Education Survey
MOR.5T8.40510,HUN,2020,Source,Data sources,UIS Education Survey
MOR.5T8.40510,HUN,2021,Source,Data sources,UIS Education Survey
MOR.5T8.40510,HUN,2022,Source,Data sources,UIS Education Survey
MOR.5T8.40510,IDN,2000,Source,Data sources,UIS Education Survey
MOR.5T8.40510,IDN,2001,Source,Data sources,UIS Education Survey
MOR.5T8.40510,IDN,2002,Source,Data sources,UIS Education Survey
MOR.5T8.40510,IDN,2003,Source,Data sources,UIS Education Survey
MOR.5T8.40510,IDN,2004,Source,Data sources,UIS Education Survey
MOR.5T8.40510,IDN,2005,Source,Data sources,UIS Education Survey
MOR.5T8.40510,IDN,2006,Source,Data sources,UIS Education Survey
MOR.5T8.40510,IDN,2007,Source,Data sources,UIS Education Survey
MOR.5T8.40510,IDN,2008,Source,Data sources,UIS Education Survey
MOR.5T8.40510,IDN,2009,Source,Data sources,UIS Education Survey
MOR.5T8.40510,IDN,2010,Source,Data sources,UIS Education Survey
MOR.5T8.40510,IDN,2011,Source,Data sources,UIS Education Survey
MOR.5T8.40510,IDN,2012,Source,Data sources,UIS Education Survey
MOR.5T8.40510,IDN,2013,Source,Data sources,UIS Education Survey
MOR.5T8.40510,IDN,2014,Source,Data sources,UIS Education Survey
MOR.5T8.40510,IDN,2015,Source,Data sources,UIS Education Survey
MOR.5T8.40510,IDN,2016,Source,Data sources,UIS Education Survey
MOR.5T8.40510,IDN,2017,Source,Data sources,UIS Education Survey
MOR.5T8.40510,IDN,2018,Source,Data sources,UIS Education Survey
MOR.5T8.40510,IDN,2022,Source,Data sources,UIS Education Survey
MOR.5T8.40510,IND,2000,Source,Data sources,UIS Education Survey
MOR.5T8.40510,IND,2001,Source,Data sources,UIS Education Survey
MOR.5T8.40510,IND,2002,Source,Data sources,UIS Education Survey
MOR.5T8.40510,IND,2003,Source,Data sources,UIS Education Survey
MOR.5T8.40510,IND,2004,Source,Data sources,UIS Education Survey
MOR.5T8.40510,IND,2005,Source,Data sources,UIS Education Survey
MOR.5T8.40510,IND,2006,Source,Data sources,UIS Education Survey
MOR.5T8.40510,IND,2007,Source,Data sources,UIS Education Survey
MOR.5T8.40510,IND,2008,Source,Data sources,UIS Education Survey
MOR.5T8.40510,IND,2009,Source,Data sources,UIS Education Survey
MOR.5T8.40510,IND,2010,Source,Data sources,UIS Education Survey
MOR.5T8.40510,IND,2011,Source,Data sources,UIS Education Survey
MOR.5T8.40510,IND,2012,Source,Data sources,UIS Education Survey
MOR.5T8.40510,IND,2013,Source,Data sources,UIS Education Survey
MOR.5T8.40510,IND,2014,Source,Data sources,UIS Education Survey
MOR.5T8.40510,IND,2015,Source,Data sources,UIS Education Survey
MOR.5T8.40510,IND,2016,Source,Data sources,UIS Education Survey
MOR.5T8.40510,IND,2017,Source,Data sources,UIS Education Survey
MOR.5T8.40510,IND,2018,Source,Data sources,UIS Education Survey
MOR.5T8.40510,IND,2019,Source,Data sources,UIS Education Survey
MOR.5T8.40510,IND,2020,Source,Data sources,UIS Education Survey
MOR.5T8.40510,IND,2021,Source,Data sources,UIS Education Survey
MOR.5T8.40510,IND,2022,Source,Data sources,UIS Education Survey
MOR.5T8.40510,IRL,2000,Source,Data sources,UIS Education Survey
MOR.5T8.40510,IRL,2001,Source,Data sources,UIS Education Survey
MOR.5T8.40510,IRL,2002,Source,Data sources,UIS Education Survey
MOR.5T8.40510,IRL,2003,Source,Data sources,UIS Education Survey
MOR.5T8.40510,IRL,2004,Source,Data sources,UIS Education Survey
MOR.5T8.40510,IRL,2005,Source,Data sources,UIS Education Survey
MOR.5T8.40510,IRL,2006,Source,Data sources,UIS Education Survey
MOR.5T8.40510,IRL,2007,Source,Data sources,UIS Education Survey
MOR.5T8.40510,IRL,2008,Source,Data sources,UIS Education Survey
MOR.5T8.40510,IRL,2009,Source,Data sources,UIS Education Survey
MOR.5T8.40510,IRL,2010,Source,Data sources,UIS Education Survey
MOR.5T8.40510,IRL,2011,Source,Data sources,UIS Education Survey
MOR.5T8.40510,IRL,2012,Source,Data sources,UIS Education Survey
MOR.5T8.40510,IRL,2013,Source,Data sources,UIS Education Survey
MOR.5T8.40510,IRL,2014,Source,Data sources,UIS Education Survey
MOR.5T8.40510,IRL,2015,Source,Data sources,UIS Education Survey
MOR.5T8.40510,IRL,2016,Source,Data sources,UIS Education Survey
MOR.5T8.40510,IRL,2017,Source,Data sources,UIS Education Survey
MOR.5T8.40510,IRL,2018,Source,Data sources,UIS Education Survey
MOR.5T8.40510,IRL,2019,Source,Data sources,UIS Education Survey
MOR.5T8.40510,IRL,2020,Source,Data sources,UIS Education Survey
MOR.5T8.40510,IRL,2021,Source,Data sources,UIS Education Survey
MOR.5T8.40510,IRL,2022,Source,Data sources,UIS Education Survey
MOR.5T8.40510,IRN,2000,Source,Data sources,UIS Education Survey
MOR.5T8.40510,IRN,2001,Source,Data sources,UIS Education Survey
MOR.5T8.40510,IRN,2002,Source,Data sources,UIS Education Survey
MOR.5T8.40510,IRN,2003,Source,Data sources,UIS Education Survey
MOR.5T8.40510,IRN,2004,Source,Data sources,UIS Education Survey
MOR.5T8.40510,IRN,2005,Source,Data sources,UIS Education Survey
MOR.5T8.40510,IRN,2006,Source,Data sources,UIS Education Survey
MOR.5T8.40510,IRN,2007,Source,Data sources,UIS Education Survey
MOR.5T8.40510,IRN,2008,Source,Data sources,UIS Education Survey
MOR.5T8.40510,IRN,2009,Source,Data sources,UIS Education Survey
MOR.5T8.40510,IRN,2010,Source,Data sources,UIS Education Survey
MOR.5T8.40510,IRN,2011,Source,Data sources,UIS Education Survey
MOR.5T8.40510,IRN,2012,Source,Data sources,UIS Education Survey
MOR.5T8.40510,IRN,2013,Source,Data sources,UIS Education Survey
MOR.5T8.40510,IRN,2014,Source,Data sources,UIS Education Survey
MOR.5T8.40510,IRN,2015,Source,Data sources,UIS Education Survey
MOR.5T8.40510,IRN,2016,Source,Data sources,UIS Education Survey
MOR.5T8.40510,IRN,2017,Source,Data sources,UIS Education Survey
MOR.5T8.40510,IRN,2018,Source,Data sources,UIS Education Survey
MOR.5T8.40510,IRN,2019,Source,Data sources,UIS Education Survey
MOR.5T8.40510,IRN,2020,Source,Data sources,UIS Education Survey
MOR.5T8.40510,IRN,2021,Source,Data sources,UIS Education Survey
MOR.5T8.40510,IRN,2022,Source,Data sources,UIS Education Survey
MOR.5T8.40510,IRQ,2000,Source,Data sources,UIS Education Survey
MOR.5T8.40510,IRQ,2002,Source,Data sources,UIS Education Survey
MOR.5T8.40510,IRQ,2004,Source,Data sources,UIS Education Survey
MOR.5T8.40510,IRQ,2005,Source,Data sources,UIS Education Survey
MOR.5T8.40510,ISL,2000,Source,Data sources,UIS Education Survey
MOR.5T8.40510,ISL,2001,Source,Data sources,UIS Education Survey
MOR.5T8.40510,ISL,2002,Source,Data sources,UIS Education Survey
MOR.5T8.40510,ISL,2003,Source,Data sources,UIS Education Survey
MOR.5T8.40510,ISL,2004,Source,Data sources,UIS Education Survey
MOR.5T8.40510,ISL,2005,Source,Data sources,UIS Education Survey
MOR.5T8.40510,ISL,2006,Source,Data sources,UIS Education Survey
MOR.5T8.40510,ISL,2007,Source,Data sources,UIS Education Survey
MOR.5T8.40510,ISL,2008,Source,Data sources,UIS Education Survey
MOR.5T8.40510,ISL,2009,Source,Data sources,UIS Education Survey
MOR.5T8.40510,ISL,2010,Source,Data sources,UIS Education Survey
MOR.5T8.40510,ISL,2011,Source,Data sources,UIS Education Survey
MOR.5T8.40510,ISL,2012,Source,Data sources,UIS Education Survey
MOR.5T8.40510,ISL,2013,Source,Data sources,UIS Education Survey
MOR.5T8.40510,ISL,2014,Source,Data sources,UIS Education Survey
MOR.5T8.40510,ISL,2015,Source,Data sources,UIS Education Survey
MOR.5T8.40510,ISL,2016,Source,Data sources,UIS Education Survey
MOR.5T8.40510,ISL,2017,Source,Data sources,UIS Education Survey
MOR.5T8.40510,ISL,2018,Source,Data sources,UIS Education Survey
MOR.5T8.40510,ISL,2019,Source,Data sources,UIS Education Survey
MOR.5T8.40510,ISL,2020,Source,Data sources,UIS Education Survey
MOR.5T8.40510,ISL,2021,Source,Data sources,UIS Education Survey
MOR.5T8.40510,ISL,2022,Source,Data sources,UIS Education Survey
MOR.5T8.40510,ISR,2000,Source,Data sources,UIS Education Survey
MOR.5T8.40510,ISR,2001,Source,Data sources,UIS Education Survey
MOR.5T8.40510,ISR,2002,Source,Data sources,UIS Education Survey
MOR.5T8.40510,ISR,2003,Source,Data sources,UIS Education Survey
MOR.5T8.40510,ISR,2004,Source,Data sources,UIS Education Survey
